title,artist,top genre,year released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year,artist type
Don't Tell 'Em,Jeremih,chicago rap,2015,2020-06-10,98,53,86,-5,11,39,267,39,10,80,2014,Solo
Bang Bang,Jessie J,dance pop,2014,2020-06-10,150,79,71,-3,38,75,199,26,9,83,2014,Solo
All of Me,John Legend,neo soul,2013,2020-06-10,120,26,42,-7,13,33,270,92,3,90,2014,Solo
Not a Bad Thing,Justin Timberlake,dance pop,2013,2020-06-10,86,56,31,-9,13,11,688,53,7,61,2014,Solo
Dark Horse,Katy Perry,dance pop,2013,2020-06-10,132,59,65,-6,17,35,216,0,5,79,2014,Solo
Show Me (feat. Chris Brown),Kid Ink,dance pop,2014,2020-06-10,98,51,71,-7,14,66,218,4,5,74,2014,Solo
Hideaway,Kiesza,electropop,2014,2020-06-10,123,72,84,-4,8,20,252,9,5,70,2014,Solo
Jubel - Radio Edit,Klingande,deep house,2013,2020-06-29,125,52,69,-7,14,10,202,65,3,55,2014,Duo
Jealous,Labrinth,indie poptimism,2014,2020-06-10,117,15,44,-9,11,10,288,87,5,82,2014,Solo
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,2014,2020-06-10,123,88,76,-6,60,80,189,2,3,77,2014,Duo
Team,Lorde,art pop,2013,2020-06-10,100,58,69,-7,31,42,193,17,9,82,2014,Solo
Rude,MAGIC!,reggae fusion,2014,2020-06-10,144,76,77,-5,31,93,225,4,4,85,2014,Band/Group
Maps,Maroon 5,pop,2014,2020-06-10,120,71,74,-6,6,88,190,2,3,87,2014,Band/Group
Animals,Maroon 5,pop,2014,2020-06-10,190,74,28,-6,59,33,231,0,9,85,2014,Band/Group
Sugar,Maroon 5,pop,2014,2020-06-10,120,79,75,-7,9,88,235,6,3,85,2014,Band/Group
All About That Bass,Meghan Trainor,dance pop,2015,2020-06-10,134,89,81,-4,12,96,188,6,5,78,2014,Solo
Stolen Dance,Milky Chance,german pop,2014,2020-06-10,114,58,89,-9,8,73,314,43,4,78,2014,Band/Group
Classic,MKTO,dance pop,2012,2020-06-10,102,79,72,-5,16,76,175,4,12,87,2014,Duo
Waves - Robin Schulz Radio Edit,Mr. Probz,dutch hip hop,2014,2020-06-10,120,51,83,-9,8,45,208,1,4,82,2014,Solo
Somebody,Natalie La Rose,chicago rap,2014,2020-06-10,105,52,83,-9,7,74,190,0,4,71,2014,Solo
